SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,SEASON
22020,1610612760,OKC,Oklahoma City Thunder,0022000162,2021-01-12,OKC vs. SAS,L,240,102,36,83,0.434,7,26,0.269,23,29,0.793,7,45,52,18,1,5,13,20,-10.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000170,2021-01-13,OKC vs. LAL,L,241,99,37,86,0.43,10,31,0.323,15,19,0.789,9,33,42,23,4,6,11,21,-29.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000184,2021-01-15,OKC vs. CHI,W,266,127,48,105,0.457,15,45,0.333,16,24,0.667,7,37,44,26,12,2,11,23,2.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000213,2021-01-19,OKC @ DEN,L,241,101,36,86,0.419,14,43,0.326,15,23,0.652,9,32,41,22,8,4,19,15,-18.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000239,2021-01-22,OKC @ LAC,L,240,106,41,87,0.471,14,42,0.333,10,13,0.769,4,25,29,24,8,1,11,21,-14.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000251,2021-01-24,OKC @ LAC,L,241,100,42,95,0.442,7,35,0.2,9,14,0.643,12,39,51,22,7,2,10,19,-8.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000267,2021-01-25,OKC @ POR,W,240,125,43,84,0.512,18,40,0.45,21,35,0.6,9,34,43,25,5,6,8,19,3.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000281,2021-01-27,OKC @ PHX,W,241,102,38,85,0.447,16,40,0.4,10,14,0.714,5,43,48,21,7,8,14,19,5.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000295,2021-01-29,OKC vs. BKN,L,241,125,40,86,0.465,16,38,0.421,29,34,0.853,6,30,36,23,4,4,12,12,-22.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000318,2021-02-01,OKC vs. HOU,L,240,106,39,89,0.438,13,34,0.382,15,19,0.789,8,37,45,21,8,8,16,13,-30.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000333,2021-02-03,OKC vs. HOU,W,240,104,36,83,0.434,10,33,0.303,22,26,0.846,5,46,51,19,13,5,21,14,17.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000348,2021-02-05,OKC vs. MIN,L,240,103,39,85,0.459,13,34,0.382,12,17,0.706,8,36,44,28,10,7,17,7,-3.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000359,2021-02-06,OKC vs. MIN,W,239,120,46,90,0.511,12,33,0.364,16,20,0.8,8,35,43,25,8,1,15,19,2.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000374,2021-02-08,OKC @ LAL,L,266,112,43,110,0.391,12,38,0.316,14,19,0.737,15,40,55,23,6,4,12,23,-7.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000390,2021-02-10,OKC @ LAL,L,266,113,47,100,0.47,7,31,0.226,12,14,0.857,7,39,46,32,11,4,13,23,-1.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000401,2021-02-12,OKC @ DEN,L,241,95,36,90,0.4,10,32,0.313,13,17,0.765,12,38,50,26,8,3,12,19,-2.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000415,2021-02-14,OKC vs. MIL,W,240,114,45,95,0.474,15,36,0.417,9,16,0.563,12,37,49,32,8,1,13,14,5.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000432,2021-02-16,OKC vs. POR,L,241,104,37,85,0.435,10,33,0.303,20,27,0.741,7,39,46,23,6,3,11,16,-11.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000562,2021-02-17,OKC @ MEM,L,240,113,35,78,0.449,19,41,0.463,24,28,0.857,6,33,39,25,5,3,18,25,-9.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000453,2021-02-19,OKC @ MIL,L,241,85,31,85,0.365,12,40,0.3,11,21,0.524,8,38,46,20,4,5,10,23,-13.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000466,2021-02-21,OKC @ CLE,W,240,117,43,79,0.544,13,28,0.464,18,24,0.75,5,32,37,22,9,3,14,18,16.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000475,2021-02-22,OKC vs. MIA,L,240,94,32,74,0.432,14,39,0.359,16,19,0.842,5,33,38,20,6,1,17,24,-14.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000495,2021-02-24,OKC vs. SAS,W,240,102,37,89,0.416,18,44,0.409,10,11,0.909,10,42,52,21,6,4,17,14,3.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000510,2021-02-26,OKC vs. ATL,W,240,118,46,88,0.523,16,42,0.381,10,16,0.625,5,34,39,31,6,2,10,17,9.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000518,2021-02-27,OKC vs. DEN,L,241,96,37,88,0.42,11,47,0.234,11,15,0.733,7,30,37,24,7,6,14,16,-30.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000549,2021-03-03,OKC @ DAL,L,241,78,29,87,0.333,9,39,0.231,11,17,0.647,8,37,45,13,6,4,13,20,-9.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000556,2021-03-04,OKC @ SAS,W,239,107,37,85,0.435,12,40,0.3,21,26,0.808,9,36,45,20,9,4,16,16,5.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000575,2021-03-11,OKC vs. DAL,W,241,116,41,91,0.451,16,32,0.5,18,20,0.9,16,39,55,25,2,6,9,24,8.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000586,2021-03-13,OKC vs. NYK,L,240,97,37,76,0.487,8,32,0.25,15,21,0.714,5,35,40,22,3,4,18,18,-22.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000593,2021-03-14,OKC vs. MEM,W,239,128,42,73,0.575,16,31,0.516,28,34,0.824,8,38,46,26,7,4,24,20,6.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000612,2021-03-16,OKC @ CHI,L,240,102,42,90,0.467,7,20,0.35,11,13,0.846,13,30,43,16,9,9,17,15,-21.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000626,2021-03-18,OKC @ ATL,L,240,93,34,93,0.366,13,34,0.382,12,16,0.75,11,27,38,18,5,3,9,13,-23.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000016,2021-03-21,OKC @ HOU,W,240,114,42,91,0.462,13,39,0.333,17,25,0.68,19,33,52,22,8,2,16,21,2.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000654,2021-03-22,OKC @ MIN,W,240,112,41,87,0.471,21,37,0.568,9,10,0.9,9,38,47,27,8,10,14,14,9.0,2020-21
22020,1610612760,OKC,Oklahoma City Thunder,0022000674,2021-03-24,OKC vs. MEM,L,238,107,43,95,0.453,10,35,0.286,11,17,0.647,9,35,44,26,13,8,14,10,-9.0,2020-21
